,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
3277,21.28985,106.18903,1905865,second-order administrative division,ADM2,Hanoi
3278,21.17995,106.0696,1905413,second-order administrative division,ADM2,Hanoi
3279,22.41944,103.99502,1905005,second-order administrative division,ADM2,Hanoi
3280,21.84898,106.7431,1905531,second-order administrative division,ADM2,Hanoi
3281,21.56062,105.80893,1905855,second-order administrative division,ADM2,Hanoi
3282,21.30538,105.5947,1905571,second-order administrative division,ADM2,Hanoi
3283,21.32958,105.39217,1905578,second-order administrative division,ADM2,Hanoi
3284,21.7324,104.9064,1905660,second-order administrative division,ADM2,Hanoi
3285,21.41664,105.23636,1905579,second-order administrative division,ADM2,Hanoi
3286,21.12997,105.95932,8340641,second-order administrative division,ADM2,Hanoi
3287,21.47816,105.15881,1905581,second-order administrative division,ADM2,Hanoi
3288,21.12196,106.03994,1905416,second-order administrative division,ADM2,Hanoi
3289,21.66586,104.79702,1905662,second-order administrative division,ADM2,Hanoi
3290,21.90022,104.56669,1905665,second-order administrative division,ADM2,Hanoi
3291,21.23695,105.70483,1570656,seat of a second-order administrative division,PPLA2,Hanoi
3292,21.04219,105.75193,1905130,second-order administrative division,ADM2,
3293,20.19017,106.09605,1905213,second-order administrative division,ADM2,Ninh Binh
3294,15.39298,108.80504,8673486,industrial area,INDS,Quang Ngai
3295,,,1562822,independent political entity,PCLI,
3296,,,1562822,independent political entity,PCLI,
3297,-14.69531,15.00014,3348303,first-order administrative division,ADM1,Ganjelas
3298,,,1149361,independent political entity,PCLI,
3299,34.008,71.57849,1168197,seat of a first-order administrative division,PPLA,Peshawar
3300,,,130758,independent political entity,PCLI,
3301,34.008,71.57849,1168197,seat of a first-order administrative division,PPLA,Peshawar
3302,,,1168579,independent political entity,PCLI,
3303,,,1149361,independent political entity,PCLI,
3304,34.50976,69.15479,11594246,zoo,ZOO,Kabul
3305,34.52509,69.16728,10793854,hospital,HSP,Kabul
3306,,,1149361,independent political entity,PCLI,
3307,,,1149361,independent political entity,PCLI,
3308,35.0,68.91667,1131054,first-order administrative division,ADM1,Kabul & Parwan
3309,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul & Parwan
3310,,,1149361,independent political entity,PCLI,
3311,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul
3312,,,1149361,independent political entity,PCLI,
3313,,,1149361,independent political entity,PCLI,
3314,,,1149361,independent political entity,PCLI,
3315,34.46193,69.12039,9166196,building(s),BLDG,Kabul
3316,,,1149361,independent political entity,PCLI,
3317,,,1149361,independent political entity,PCLI,
3318,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul
3319,34.5,69.41667,1138957,first-order administrative division,ADM1,Kabul
3320,,,1149361,independent political entity,PCLI,
3321,17.19852,120.54199,1711032,second-order administrative division,ADM2,Ilocos Sur
3322,,,1036973,independent political entity,PCLI,
3323,,,337996,independent political entity,PCLI,
3324,,,203312,independent political entity,PCLI,
3325,5.58546,-0.15521,11592096,local government office,GOVL,Accra
3326,,,2300660,independent political entity,PCLI,
3327,6.03568,125.14224,11593935,facility,FCL,General Santos City
3328,1.3438,103.68394,11593946,library,LIBR,Nanyang Technological University (NTU)
3329,36.83333,65.83333,1139049,first-order administrative division,ADM1,Jawzjan Province
3330,13.75398,100.50144,1609350,capital of a political entity,PPLC,Bangkok
3331,5.80661,-0.1813,11592494,hotel,HTL,
3332,10.82302,106.62965,1566083,seat of a first-order administrative division,PPLA,Ho Chi Minh 
3333,21.0,105.75,1581129,first-order administrative division,ADM1,Hanoi
3334,21.01348,105.82679,1905124,second-order administrative division,ADM2,Hanoi
3335,21.02954,105.82844,8616243,third-order administrative division,ADM3,Hanoi
3336,20.95244,105.73814,8615914,third-order administrative division,ADM3,Hanoi
3337,,,1605651,independent political entity,PCLI,
3338,34.52422,69.17883,9166188,castle,CSTL,Kabul
3339,34.51778,69.12806,9165712,university,UNIV,Kabul
3340,,,1149361,independent political entity,PCLI,
3341,,,1605651,independent political entity,PCLI,
3342,,,2300660,independent political entity,PCLI,
3343,,,1149361,independent political entity,PCLI,
3344,,,337996,independent political entity,PCLI,
3345,,,2300660,independent political entity,PCLI,
3346,,,192950,independent political entity,PCLI,
3347,,,149590,independent political entity,PCLI,
3348,,,2403846,independent political entity,PCLI,
3349,,,226074,independent political entity,PCLI,
3350,,,2328926,independent political entity,PCLI,
3351,,,878675,independent political entity,PCLI,
3352,,,2275384,independent political entity,PCLI,
3353,,,927384,independent political entity,PCLI,
3354,4.97272,114.89387,11593819,university,UNIV,
3355,,,337996,independent political entity,PCLI,Ministry of Foreign Affairs
3356,,,1643084,independent political entity,PCLI,
3357,21.27307,106.1946,1591527,seat of a first-order administrative division,PPLA,Bscgiang province
3358,21.08266,107.3027,1905109,second-order administrative division,ADM2,Quang Ninh province
3359,,,1149361,independent political entity,PCLI,
3360,10.82327,106.62978,1580578,first-order administrative division,ADM1,Vinh-Ho Chi Minh
3361,19.25,104.91667,1559969,first-order administrative division,ADM1,Vinh-Ho Chi Minh
3362,10.82302,106.62965,1566083,seat of a first-order administrative division,PPLA,Vinh-Ho Chi Minh
3363,18.67336,105.69232,1562798,seat of a first-order administrative division,PPLA,Vinh-Ho Chi Minh
3364,10.80772,106.65377,1904886,second-order administrative division,ADM2,Vinh-Ho Chi Minh
3365,18.69182,105.68097,1905049,second-order administrative division,ADM2,Vinh-Ho Chi Minh
3366,,,1562822,independent political entity,PCLI,Vinh-Ho Chi Minh
3367,,,1605651,independent political entity,PCLI,
3368,,,1605651,independent political entity,PCLI,
3369,,,1694008,independent political entity,PCLI,
3370,15.73648,120.93413,8474229,college,SCHC,Nueva Ecija
3371,8.0,39.0,444185,first-order administrative division,ADM1,
3372,14.16667,38.83333,444187,first-order administrative division,ADM1,
3373,7.83219,38.26872,7670728,second-order administrative division,ADM2,
3374,,,337996,independent political entity,PCLI,
3375,,,2300660,independent political entity,PCLI,
3376,,,895949,independent political entity,PCLI,
3377,,,1149361,independent political entity,PCLI,
3378,34.51778,69.12806,9165712,university,UNIV,Kabul
3379,22.61667,103.81667,1567871,populated place,PPL,Lao Cai province
3380,-7.68621,109.09001,11610322,power station,PS,"Karangkandri Village, Kesugihan District, Cilacap Regency, Central Java Province."
3381,,,3351879,independent political entity,PCLI,
3382,-4.93423,12.40532,2243266,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3383,-5.33333,14.33333,2317277,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3384,-6.58717,13.51966,2236355,first-order administrative division,ADM1,Soyo in Zaire Province to Cabinda in Cabinda Province
3385,-5.45348,12.3731,2243267,second-order administrative division,ADM2,Soyo in Zaire Province to Cabinda in Cabinda Province
3386,-6.24665,12.8309,2236966,second-order administrative division,ADM2,Soyo in Zaire Province to Cabinda in Cabinda Province
3387,-16.737,14.96704,11592268,bridge,BDG,"Lubango, Xangongo, Ondjiva"
3388,-8.6804,115.1673,1638998,third-order administrative division,ADM3,Bali
3389,-7.17869,112.78068,10400589,bridge,BDG,East Java; Surabaya on Java island and Madura island
3390,,,1643084,independent political entity,PCLI,
3391,,,1605651,independent political entity,PCLI,
3392,8.87753,38.78962,11592850,hospital,HSP,
3393,,,1694008,independent political entity,PCLI,Northern
3394,,,3351879,independent political entity,PCLI,
3395,-12.82139,15.63889,3372129,populated place,PPL,"Huambo, BiÍ©"
3396,-11.48676,16.69663,3351884,populated place,PPL,"Huambo, BiÍ©"
3397,-9.46662,16.28245,7699304,locality,LCTY,"KÍ©ssua, Malange Province"
3398,-12.85399,13.92825,3351660,first-order administrative division,ADM1,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3399,-8.9987,13.3976,2236499,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3400,-8.82139,13.29111,10401828,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3401,-8.75683,13.50082,2243171,second-order administrative division,ADM2,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3402,-8.79545,13.2716,10629820,third-order administrative division,ADM3,"Sambizanga, Cazenga, Cacuaco, Viana; Lobito, GraÍ_a"
3403,-9.67548,16.82553,2239858,first-order administrative division,ADM1,Malange
3404,-9.54015,16.34096,2239862,seat of a first-order administrative division,PPLA,Malange
3405,-14.91717,13.4925,3347762,seat of a first-order administrative division,PPLA,Huila
3406,-14.7877,13.69894,3347760,second-order administrative division,ADM2,Huila
3407,-11.35669,15.11719,3345497,populated place,PPL,"Kwanza-Sul, Kwanza-Norte"
3408,-9.29782,14.91162,2239076,seat of a first-order administrative division,PPLA,"Kwanza-Sul, Kwanza-Norte"
3409,0.39193,9.46631,11592485,hospital,HSP,
3410,-8.18812,15.37495,2242885,populated place,PPL,"Dondo, Ndalatando"
3411,-9.31347,14.92059,7770715,populated place,PPL,"Dondo, Ndalatando"
3412,-14.69531,15.00014,3348303,first-order administrative division,ADM1,"Luena, Caxito, Gandjelas, Waco-Kungo"
3413,-11.35669,15.11719,3345497,populated place,PPL,"Luena, Caxito, Gandjelas, Waco-Kungo"
3414,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Luena, Caxito, Gandjelas, Waco-Kungo"
3415,-11.78333,19.91667,3347719,seat of a first-order administrative division,PPLA,"Luena, Caxito, Gandjelas, Waco-Kungo"
3416,,,3351879,independent political entity,PCLI,
3417,,,3351879,independent political entity,PCLI,
3418,-8.83682,13.23432,2240449,capital of a political entity,PPLC,Luanda
3419,-8.52432,13.68622,2240004,populated place,PPL,"Quifangondo, Mabubas"
3420,-8.76514,13.4331,2238439,populated place,PPL,"Quifangondo, Mabubas"
3421,-8.5,13.83333,2241484,second-order administrative division,ADM2,"Quifangondo, Mabubas"
3422,-8.75683,13.50082,2243171,second-order administrative division,ADM2,"Quifangondo, Mabubas"
3423,-8.91667,13.33924,2240444,first-order administrative division,ADM1,"Cambambe, Luanda"
3424,-9.14664,13.8414,2240756,second-order administrative division,ADM2,"Cambambe, Luanda"
3425,-9.56329,14.34492,2242801,second-order administrative division,ADM2,"Cambambe, Luanda"
3426,-11.18719,13.85894,11609400,college,SCHC,Sumbe
3427,-9.48333,16.85,2243159,populated place,PPL,Caculama
3428,-12.57239,13.40318,11593073,hospital,HSP,Benguela
3429,-7.68621,109.09001,11610322,power station,PS,Central Java
3430,,,921929,independent political entity,PCLI,
3431,7.97152,98.35098,1151253,first-order administrative division,ADM1,
3432,,,1605651,independent political entity,PCLI,
3433,-7.10719,15.44056,2236566,first-order administrative division,ADM1,"Catete City, Caxito City, Uige"
3434,-9.1,13.68333,2242142,populated place,PPL,"Catete City, Caxito City, Uige"
3435,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Catete City, Caxito City, Uige"
3436,-9.48333,16.85,2243159,populated place,PPL,Caculama
3437,-12.85399,13.92825,3351660,first-order administrative division,ADM1,"Huila, Benguela"
3438,-14.69531,15.00014,3348303,first-order administrative division,ADM1,"Huila, Benguela"
3439,-12.5,15.66667,3348310,first-order administrative division,ADM1,"Huila, Benguela"
3440,0.31628,32.58219,232422,capital of a political entity,PPLC,Kampala
3441,9.53795,-13.67729,2422465,capital of a political entity,PPLC,"Guinea, Senegal"
3442,14.6937,-17.44406,2253354,capital of a political entity,PPLC,"Guinea, Senegal"
3443,-1.28333,36.81667,184745,capital of a political entity,PPLC,
3444,,,1062947,independent political entity,PCLI,
3445,,,192950,independent political entity,PCLI,
3446,,,2233387,independent political entity,PCLI,
3447,-9.67548,16.82553,2239858,first-order administrative division,ADM1,"Cangandala, Carreira de Tiros, Caculama"
3448,-9.95948,16.66361,3350771,second-order administrative division,ADM2,"Cangandala, Carreira de Tiros, Caculama"
3449,-9.46924,16.90198,2239335,second-order administrative division,ADM2,"Cangandala, Carreira de Tiros, Caculama"
3450,-15.19611,12.15222,3347019,seat of a first-order administrative division,PPLA,Namibe
3451,-14.91992,13.47825,11593777,hospital,HSP,Lubango in Huila Province
3452,-12.77784,15.74536,11593063,hospital,HSP,Huambo
3453,-12.5,15.66667,3348310,first-order administrative division,ADM1,Bairro de Sao Pedro
3454,-9.29327,14.24703,11593072,populated place,PPL,"Cazengo, Sumbe"
3455,-11.20605,13.84371,3346015,seat of a first-order administrative division,PPLA,"Cazengo, Sumbe"
3456,-8.90127,13.18093,11592391,populated place,PPL,"Cazenga, Luanda-Sul"
3457,-8.82488,13.31318,2591949,populated place,PPL,"Cazenga, Luanda-Sul"
3458,-8.91667,13.33924,2240444,first-order administrative division,ADM1,Luanda
3459,-12.5,15.66667,3348310,first-order administrative division,ADM1,Huambo
3460,-9.1,13.68333,2242142,populated place,PPL,"Caxito, Catete, Uige"
3461,-7.60874,15.06131,2236568,seat of a first-order administrative division,PPLA,"Caxito, Catete, Uige"
3462,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Caxito, Catete, Uige"
3463,-8.82955,13.2403,11593270,building(s),BLDG,Camama
3464,-8.76514,13.4331,2238439,populated place,PPL,"Guifangondo, Caxito, Uige, Negage"
3465,-7.75938,15.2722,2239069,populated place,PPL,"Guifangondo, Caxito, Uige, Negage"
3466,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Guifangondo, Caxito, Uige, Negage"
3467,-7.60874,15.06131,2236568,seat of a first-order administrative division,PPLA,"Guifangondo, Caxito, Uige, Negage"
3468,1.29771,103.85409,11593830,library,LIBR,
3469,,,1605651,independent political entity,PCLI,
3470,-4.93423,12.40532,2243266,first-order administrative division,ADM1,Cabinda
3471,-8.83682,13.23432,2240449,capital of a political entity,PPLC,"Luanda, Benguela, Humabo, Uige, Malange"
3472,-7.60874,15.06131,2236568,seat of a first-order administrative division,PPLA,"Luanda, Benguela, Humabo, Uige, Malange"
3473,-12.77611,15.73917,3348313,seat of a first-order administrative division,PPLA,"Luanda, Benguela, Humabo, Uige, Malange"
3474,-12.57626,13.40547,3351663,seat of a first-order administrative division,PPLA,"Luanda, Benguela, Humabo, Uige, Malange"
3475,-9.54015,16.34096,2239862,seat of a first-order administrative division,PPLA,"Luanda, Benguela, Humabo, Uige, Malange"
3476,-8.97504,13.82743,2243598,first-order administrative division,ADM1,"Luanda, Bengo, Benguela, Namibe, Cabinda"
3477,-15.33207,12.66002,3347016,first-order administrative division,ADM1,"Luanda, Bengo, Benguela, Namibe, Cabinda"
3478,-12.43002,13.54677,3350246,populated place,PPL,"Luanda, Bengo, Benguela, Namibe, Cabinda"
